no,year,title,kor_full
336,2006,학교폭력 예방을 위한 웹 기반 상벌점 관리 시스템의 설계 및 구현,학교폭력 예방을 위한 웹 기반 상벌점 관리 시스템의 설계 및 구현   학교폭력 예방의 대안으로 실시되고 있는 상벌점제는 부과기준이 교사에 따라 다르고 상벌점의 적용항목이 불분명하며 학부모와의 연계지도에도 어려움이 있어 문제점으로 나타나고 있다. 본 논문에서 구현한 상벌점제 관리 시스템은 관리자 ，교사， 학생， 학부모를 개별영역으로 나누어 독립적으로 운영하고 동시에 자료를 서로 공유함으로서 이런 문제점들을 보완하였다 .또한 관리자 ，교사 ，학생 ，학부모의 네 집단이 서로 유기적으로 연결되어 특별한 사안이 발생될 때는 이를 효과적으로 처리할 수 있도록 배려하였다. 따라서 이 시스템이 현장에서 사용된다면 학생 생활지도에 대한 이해의 폭을 넓힘으로써 인성지도가 자연스럽게 이루어질 수 있고 나아가서는 학교폭력을 사전에 예방하는데도 도움을 주리라 생각된다.
337,2006,웹 기반 팀 학습환경에서 사회적 친밀감과 학습자의 참여도 및 과제수행 간 상관분석,"웹 기반 팀 학습환경에서 사회적 친밀감과 학습자의 참여도 및 과제수행 간 상관분석   웹 기반 팀 학습환경에서 사회적 친밀감의 형성 정도와 학습자의 참여도， 개인 학습자의 과제 수행， 팀 과제 수행이 어떤 상관관계를 나타내는지 파악해 보았다. 또 사회적 친밀감의 정도에 따라 두 집단으로 이원화하여 각 종속변인에 대한 집단 간의 차이도 분석해 보았다. 연구 결과에 따르면 웹 기반 팀 학습환경에서 사회적 친밀감이 높을수록 학습자의 참여도，개인과제 수행, 팀 과제 수행은 정적인 상관관계를 맺고 있는 것으로 나타났다. 또 사회적 친밀감이 높은 집단일수록 참여도， 개인과제수행， 팀 과제수행이 유의미하게 높아지는 것으로 나타났다 ."
338,2006,교사의 직무수행을 위한 ICT활용능력 자기평가도구 개발 및 적용,"교사의 직무수행을 위한 ICT활용능력 자기평가도구 개발 및 적용 ICT활용능력, 자기평가, 교육인적자원부는 ICT 활용 교육을 주도해 나가는데 가장 중심이 되는 교사의 ICT활용 능력을 신장시키기 위해 다양한 방안들을 수립하여 추진하고 있다 .그러나 현재 시행되고 있는 교사의 ICT활용 능력 신장에 관한 대부분의 노력들은 IC1를 직무활동에 효과적으로 활용할 수 있는 능력보다는 기술 소양 능력에 중점을 두고 있다. 그러므로 본 논문에서는 교사의 직무활동을 분석하구 국내외 교시ICT 활용능력 평가도구를 비교 분석하여 교사의 IC7활용능력 자기평가 도구를 개발하였다 또한 개발된 웹기반 교사의 ICT 활용능력 자기평가도구를 광주와 전남 지역의 교사를 대상으로 적용하여 성별 ，직위별， 지역별， 교육경력별 ICT 활용능력 수준 등을 조사분석하였다."
339,2006,초등학교 컴퓨터교육에서 검색과 정렬 알고리즘 학습가능성에 관한 연구,초등학교 컴퓨터교육에서 검색과 정렬 알고리즘 학습가능성에 관한 연구   초등학교 컴퓨터교육은 컴퓨터 사용기능을 익히는 것도 중요하지만 컴퓨터는 어떤 방법을 이용하여 계산을 하는지에 대한 원리를 이해하고 이를 통해 다른 문제를 해결해 낼 수 있는 능력을 키우는 것도 중요하다고 할 수 있다. 본 연구는 초등학생을 대상으로 자료구조의 검색과 정렬 알고리즘 학습내용을 재구성해 교수 . 학습 방법을 설계해 이를 지도해 보고 이러한 학습내용이 초등학교 학생들은 이해할 수 있는지를 알아보고자 하는데 연구의 목적이 있다 . 사전 •사후 동형 검사지를 통해 지적인 영역을 평가하고 ，수업 후의 소감문을 통해 정의적인 영역을 평가하였다 . 그 결과 자료구조 중 검색과 정렬 알고리즘이 초등학생에게 가르쳐 질 수 있음을 확인하고 초등학교 컴퓨터교육의 학습요소로서의 가능성을 제시한다 .
340,2007,초등학생을 위한 사용자 인터페이스의 설계 및 구현,"초등학생을 위한 사용자 인터페이스의 설계 및 구현   인터넷을 통한 온라인 교육은 수많은 정보의 제공과 시공간 한계의 극복 등 많은 장점을 가지고 있음에도 불구하고, 올바른 인터페이스를 제공하지 못하면 학습자들의 효과적인 학습을 저해할 수 있다. 효과적으로 설계된 인터페이스는 학습자로 하여금 원하는 정보의 정확한 내용을 쉽고, 빠르게 인식할 수 있도록 도움을 줄 수 있다. 본 논문의 목적은 초등학생들에게 적합한 사용자 인터페이스를 설계하고 구현하여 실제 적용함에 있다. 본 논문에서는 먼저 인간과 컴퓨터의 상호작용에 영향을 미치는 요소를 분석하였다. 또한, 국내의 초등학생을 대상으로 한 교육용 사이트의 인터페이스 디자인을 분석하여 온라인 교육 사이트가 학습자의 교육효과를 위해 어떠한 인터페이스 디자인적 요소를 고려하고 있는지를 분석하였다. 마지막으로, 초등학생과 초등학교 교사를 대상으로 한 설문조사를 바탕으로 사용자의 선호도 및 환경을 조사 분석하였다. 분석 결과를 바탕으로, 이론적 고찰을 통해 정의된 사용자 인터페이스 디자인 원칙과 구성요소들을 고려하여 사용자 인터페이스를 설계하고 구현하였다."
341,2007,펜 기반 웹 문서 교정을 위한 모호성 문제 해결에 관한 연구,"펜 기반 웹 문서 교정을 위한 모호성 문제 해결에 관한 연구   전자펜을 이용한 문서교정 시스템에서 정확한 교정결과를 보장하기 위해서는 문서 교정자가 드로잉한 교정부호와 문서내용간의 영역 모호성(ambiguity)을 해결하여야 한다. 한편 교정의 대상이 되는 전자문서가 HTML/XML과 같은 경우 교정된 문서구조가 반드시 기 정의된 DTD를 위배하지 않아야 한다. 본 논문에서는 펜 기반의 교정시스템에서 교정부호(마킹)와 대상문서간의 모호성 문제를 최소화하기 위한 기법을 제안한다. 제안 인터페이스에서는 모호성 문제를 최소화하기 위하여 교정부호와 문서간의 컨텍스트(Context)를 반영하였으며 동시에 대상문서의 문서 구조를 유지하기 위한 방법을 제공한다. 그 결과 본 논문에서 제안한 교정 인터페이스는 기존 교정시스템에 비하여 보다 정확한 영역정보를 포함할 수 있으며, 교정부호 입력에 따른 구조문서 변경시에도 원본문서의 DTD에 따르는 문서구조를 유지할 수 있다."
342,2007,Hill의 토론 학습 모형을 적용한 웹 기반 토론 학습 시스템 개발,"Hill의 토론 학습 모형을 적용한 웹 기반 토론 학습 시스템 개발   웹 기반 토론 학습은 학습자들을 능동적이고 적극적으로 학습에 참여시킬 수 있으며, 학습자 중심의 활발한 상호작용과 학습 환경을 제공한다. 그러나 기존의 웹 기반 토론 학습을 살펴보면 게시판이나 자료실을 이용한 의사 교환 기능 위주의 학습 환경 조성과 토론 학습의 실태 조사 및 활성화 방안 중심의 연구가 많고, 동적인 토론 과정을 체계적으로 지원하는 시스템은 적은 편이다. 그리고 다양한 웹 기반 수업에서 토론은 부분적으로 혹은 전면적으로 학습자의 활동으로 등장하기는 하지만, 특정한 토론 수업 모형은 개발되어 있지 않은 실정이다. 따라서 대인간 상호작용을 활성화시키고, 토론 수업 모형의 단계와 구성 요소를 구체화한 체계적인 웹 기반 토론 학습 시스템을 개발할 필요성이 있다. 본 연구는 동적인 토론 학습 활동이 이루어질 수 있도록 지원하고, 토론의 단계를 구체적으로 제시한 Hill의 일반적인 토론 학습 모형을 적용하여 체계적인 웹 기반 토론 학습 시스템을 개발하고자 한다."
343,2007,계층적 군집화 기법을 이용한 소스 코드 표절 검사,"계층적 군집화 기법을 이용한 소스 코드 표절 검사   인터넷 통신의 발달 및 워드프로세서의 기능 향상으로 인해 일선 교육현장에서의 표절은 심각한 문제가 되고 있다. 본 연구에서는 C, C++, Java 등으로 작성된 프로그램 소스 코드들의 유사도를 측정하는 방법을 제시하고, 소스 코드를 계층적으로 군집화하고 표절 결과를 수형도로 시각화하는 방법을 제시한다. 채점자는 시각화된 수형도를 보고 임계값을 설정하여 표절 그룹을 분리할 수 있다. 실제 데이터에서 효과를 알아보기 위해서 학부 1학년생 컴퓨터 개론 및 실습 과목 강의 중에 제출된 과제물 프로그램을 이용하여 실험해 보았으며, 유용하고 현실성 있는 방법임을 확인하였다."
344,2007,10대 학생들을 위한 온라인 학습 커뮤니티 설계 및 개발,"10대 학생들을 위한 온라인 학습 커뮤니티 설계 및 개발 온라인 학습 커뮤니티, 커뮤니티 설계, 커뮤니티 개발, 10대 학생들의 온라인 활동 10대 학생들의 지속적인 인터넷 이용률 상승과 높은 온라인 커뮤니티 참여율을 고려할 때, 그들이 인터넷 이용을 통해 경험할 수 있는 역기능을 최소화하고 긍정적인 경험을 쌓을 수 있도록 지도하는 것이 필요하다. 학생들은 온라인 커뮤니티 활동을 통해서 다양한 사회성을 경험하고, 자아성을 탐색할 수 있다. 그러나 다른 한편으로, 학생들을 대상으로 하는 상당수의 온라인 커뮤니티들이 사회적인 배려와 관심을 제공하지 못하여 학생들의 가치관 혼란이나 잘못된 행동을 유도하기도 한다. 이러한 문제를 고려하여, 본 연구는 10대 학생들의 요구를 수용하면서 동시에 그들의 요구를 학습 활동과 연계할 수 있는 온라인 학습 커뮤니티에 초점을 두고, 활발한 공동체 활동과 학습 활동을 진행할 수 있는 온라인 학습 커뮤니티를 설계하고 개발하였다. 커뮤니티는 운영 취지를 소개하고, 알림방, 요구함 등을 제시하는 ‘e-Tivity소개’, ‘이벤트홀’‘자료파크’‘e-Tivity센터’ 등으로 구성된 커뮤니티 활동 공간, ‘교사연구실’‘관리실’로 구성된 교사와 관리자 공간, ‘My Room'아바타 꾸미기 등의 기능을 제공하는 학생 개인 공간 등으로 구성되었다."
345,2007,유비쿼터스 사회에서의 평생학습 활성화 전략 수립을 위한 전문가 의견 조사,"유비쿼터스 사회에서의 평생학습 활성화 전략 수립을 위한 전문가 의견 조사   본 연구에서는 유비쿼터스 기술 환경 기반의 사회에서, 개개인의 평생학습을 효과적으로 지원할 수 있는 정책방안을 체계적으로 수립하기 위하여 관련 분야 전문가의 의견을 수렴하였다. 이를 위해 본 연구에서는 ‘유비쿼터스’와 ‘평생학습체제’에 대한 개념적 탐색을 기초로 질문문항을 개발하고 관련 분야 전문가들을 선별하여 면담을 실시하였다. 15명의 전문가를 대상으로 심층면담을 실시한 결과, 유비쿼터스 사회에서 평생학습을 활성화하기 위해서는 유비쿼터스 사회상에 대한 개념적 일치 확립, 인프라 구축과 다양한 서비스 개발, 수요에 근거한 풍부한 콘텐츠 확보가 선행되어야 하며, 정보격차 해소 등 유비쿼터스 사회의 역기능에 대한 법적, 제도적 대책 마련이 시급한 것으로 나타났다."
346,2007,수월성 교육을 위한 초등학교 로봇프로그래밍 교육과정 개발과 적용,"수월성 교육을 위한 초등학교 로봇프로그래밍 교육과정 개발과 적용   본 연구는 로봇을 활용한 프로그래밍학습이 초등학생 및 초등영재들에게 창의력 향상에 도움을 주는 과학적인 학습도구라 판단되어 교육과정을 개발하였다. 이를 기초로 교재를 작성하고 현장에 직접 적용하여 그 결과를 분석하였다. 교육과정과 교재의 내용은 다양한 문제 상황에 맞는 로봇을 직접 제작하고 프로그래밍하는 과정(모두 6단계)으로 구분하고 학습수준에 맞게 편집함으로서 초등학생들이 로봇과 프로그래밍에 흥미와 관심을 가질 수 있도록 하였다. 로봇교육을 현장에 적용한 결과 창의성교육 도구로서 긍정적인 학습도구로 평가되었다. 또한, 수월성교육을 위한 학습도구로서 몇 가지 보완해야 할 결론도 함께 얻었다."
347,2007,이러닝 운영실태 및 만족도 조사,"이러닝 운영실태 및 만족도 조사   21세기 지식정보화사회에서의 교육패러다임은 단순한 지식습득교육에서 학습자 중심의 지식창출교육으로 전화되어 가고 있다. 이러한 변화에 가장 효과적, 효율적으로 대처할 수 있는 교육방법이 이러닝일 것이다. 본 연구는 부산지역 인력양성기관 70개소와 부산지역 이러닝 학습 유경험자 758명을 대상으로 하여 이러닝 교육기관의 운영실태와 학습자의 만족도를 조사함으로써 향후 학습환경 개선의 시사점을 찾고자 하였다. 먼저 이러닝 운영실태는 학습자 대상의 요구 및 직무분석 실시 여부, 프로그램 개발 시 현장전문가의 참여여부, 학습성취도 및 효과성 측정여부, 프로그램 중도탈락의 주된 원인, 이러닝을 위한 효과적 방안 등의 측면에서 조사가 이루어졌다. 그리고 이러닝 만족도는 가장 도움이 되었던 컨텐츠 분야, 컨텐츠의 내용 및 수준에 관한 의견, 교육비용에 관한 의견, 학습기간 및 학습관리에 관한 의견 등의 측면에서 조사하였다. 본 연구의 결과, 이러닝 운영 및 만족도 수준에서 상당한 긍정적인 인식을 발견할 수 있었지만, 대학(교)과 직업훈련기관(평생교육기관 포함)간의 운영중점의 차이, 50대 이상 연령층의 이러닝 환경에 대한 낮은 이해와 접근도 등에서 개선과제가 존재함을 발견할 수 있었다."
348,2007,정보교육을 위한 ICT 활용 유형의 분석 및 개선안에 관한 연구,"정보교육을 위한 ICT 활용 유형의 분석 및 개선안에 관한 연구 ICT 교육, 정보교육, ICT 활용 유형 2000년 교육부에서 제시한『초․중등학교 정보통신기술 운영지침』을 보면 정보탐색하기, 정보 분석하기, 정보안내하기, 웹 토론하기, 협력 연구하기, 전문가와 교류하기, 웹 펜팔하기, 정보 만들기의 8가지 정보통신기술 활용 유형을 제시하고 있다. 하지만 본 연구 결과 교사들이 이 8유형에 대해 실제 ICT 활용에 대한 근본적 접근이 어려우며, 교사들 역시 수업에 이 유형을 적용하기가 어렵다고 느끼고 있음을 분석하였다. 따라서 본 연구는 향후 정보교육의 정상적인 운영을 위해 기본적인 ICT활동 유형부터 개선하고 정보 과학을 기반으로 구체적 활용 유형에 대해 제시하였다. 그리고 교사들의 의견을 통하여 개발된 활동유형이 타당성이 있음을 제시하였다. 본 연구는 향후 교사들이 ICT활용에 있어서 실제적인 도움을 주고 정보과학을 토대로 개발된 점을 고려하여 정보교육의 발전에 도움을 줄 것으로 기대된다."
349,2007,개념적 알고리즘에 기반 한 컴퓨터 알고리즘 교육의 방향,"개념적 알고리즘에 기반 한 컴퓨터 알고리즘 교육의 방향   최근 컴퓨터 교육에서 프로그래밍에 대한 관심이 높아지고 있다. 학습에서 논리력과 창의력의 요구가 늘어나고 있는 추세에 힘입어 컴퓨터 교육 분야에서도 프로그래밍 학습을 통한 논리력과 창의력을 함양하려는 다양한 시도가 이루어지고 있다. 프로그램은 알고리즘을 컴퓨터 언어로 구현한 것이므로 문제해결의 핵심은 논리적 해결 방법의 고안 즉, 알고리즘의 고안에 있다. 알고리즘의 중요성을 인식한다면 이제 알고리즘 교육에 대한 방향 정립을 위한 체계적 연구가 필요한 시점에 와 있다고 볼 수 있다. 지금까지 주로 정렬, 탐색과 같은 특정 문제를 중심으로 한 문제 종속적이고 개별적인 알고리즘 학습을 강조해 왔다. 본 논문에서는 문제 독립적, 집단적 성질을 고려하는 문제 해결의 개념적 유형이라는 관점에서 개념적 알고리즘(conceptual algorithm)을 정의한다. 개념적 알고리즘의 유형적 특성을 바탕으로 개별적, 문제 종속적인 기존의 알고리즘 교육과 구분되는 체계적, 문제 독립적, 알고리즘적인 문제 해결력을 지향하는 알고리즘 교육의 새로운 방향을 제안한다."
350,2007,초등학교에서의 교무업무시스템 운영 현황과 과제 - 서울과 경기 지역을 중심으로 -,"초등학교에서의 교무업무시스템 운영 현황과 과제 - 서울과 경기 지역을 중심으로 -   정보통신기술의 발달과 함께 교육의 역할도 크게 달라져 디지털 교육 행정을 위해 교육행정정보시스템(NEIS)을 도입하여 운영하여 왔다. 그러나 NEIS를 학교에서 운영하는데 있어 어려움이 있었던 것이 사실이다. 이에 정부는 NEIS의 27개 영역 중 교무학사, 입진학, 보건 등의 3개영역을 분리하여 새로운 교무업무시스템을 구축하여 운영한다는 확정안을 마련하여 2006년 3월부터 전면적으로 시행하고 있다. 이에 본 연구는 교무업무시스템의 효과적인 운영을 위한 시사점을 파악하고자 초등학교 현장에서의 시스템 운영 현황을 알아보고, 문제점을 분석하여 해결해야 할 과제를 제시하고자 하였다. 연구 결과, 교무업무시스템 사용 현황과 관련하여 약 67%의 교사들이 1일 평균 1-2회 접속하며, 시스템 사용 시 동료 교사의 도움이 가장 큰 것으로 밝혀졌다. 또한 디자인, 기능 개선 등에 대해 긍정적으로 응답하였고, 활용을 위한 편의성과 효율성에 대해 만족하였으나, 빈번한 시스템 변경으로 적응하기까지 어려움을 느끼는 것으로 밝혀졌다. 운영의 보안 측면에서 전자인증서와 개인정보의 중요성에 대해 알고 관리하고 있으나, 시스템의 서버에 대한 신뢰는 낮았다. 시급히 개선해야 할 점으로 물리적 환경의 개선 및 학교 현장의 기능 개선 요구를 수용할 수 있는 열린 체계의 필요성이 지적되었다. 또한, 수기문서 감축, 전자결재 등을 통한 실제 업무경감을 이루기 위해 관련 법령의 정비, 교육행정기관의 명확한 지침, 단위 학교장의 의지 등이 필요한 것으로 밝혀졌다."
351,2007,학교 운영을 위한 웹기반 설문 시스템,"학교 운영을 위한 웹기반 설문 시스템   7차 교육 과정은 학교 운영에 학생, 교사, 학부모와 지역 사회의 요구를 적극 수렴하고 이를 반영할 것을 요구하고 있다. 이에 본 연구는 학교 운영을 효율적으로 하기 위한 웹 설문 시스템을 설계하고 구현하고자 한다. 본 연구에서 제시한 웹기반 설문 시스템은 관리자(조사자)와 응답자로 구분하여 설계하고 관리자는 인터넷만 연결되면 설문을 관리하고 결과를 확인할 수 있도록 하였다. 또한 문항별로 관련된 자료 데이터베이스를 제공하여 별도의 프로그램없이 본 시스템 내에서 실시간으로 설문 작성과 통계처리가 되도록 설계하였다. 본 시스템은 학교의 홈페이지에 한 메뉴로 활용하거나 단독 시스템으로 운영이 가능하여 학교 단위의 설문 조사를 쉽고 빠르게 할 수 있도록 해 준다."
352,2007,HCI 이론에 기반한 게임형 학습 프로그램 평가 준거 개발 및 적용,"HCI 이론에 기반한 게임형 학습 프로그램 평가 준거 개발 및 적용   본 연구는 HCI(Human Computer Interaction) 이론을 적용하여 게임형 학습 프로그램을 평가하기 위한 준거를 개발한다. 그리고 개발한 평가 준거를 기준으로 초등학생용 게임형 학습 프로그램을 분석한다. HCI 이론은 다양한 영역의 프로그램 개발에 광범위하게 적용되어 왔고 학습 프로그램을 평가하는데도 널리 활용되어 왔다. 그러나 HCI 이론을 적용한 게임형 학습 프로그램 평가에 대한 연구는 거의 없다. 본 연구는 HCI의 구성요소인 유용성(Usefulness), 사용성(Usability), 감성(Affect)의 관점에서 평가 준거를 개발하였다. 그리고 이들 3가지 관점에서 게임형 학습 프로그램을 분석하였다. 본 연구에서 개발한 평가 준거는 게임형 학습 프로그램을 평가하는 기준으로 활용될 수 있고, 분석 자료는 게임 프로그램 개발자 및 활용자들에게 유용한 안내 자료가 될 수 있을 것이다."
353,2007,유비쿼터스 환경에서 적응력있는 화상 커뮤니티의 설계,"유비쿼터스 환경에서 적응력있는 화상 커뮤니티의 설계 유비쿼터스 환경, 화상 커뮤니티 학교들의 특색있는 교육활동이나, 교수 학습자료들이 다른 학교 홈페이지와의 연계기능이 없어 많은 자료들이 묻혀버리고 있는 실정이다. 따라서 본 연구는 유비쿼터스 환경에서 각 학교의 다양한 교육활동들을 효과적으로 홍보하고, 화상통신을 통해 소속되어 있는 학생들 간의 교육적 정보교류와 의사소통기능을 강화시켜 지역교육청의 교육정책수행 및 교육발전에 이바지할 수 있는 적응력있는 화상커뮤니티를 설계하였다. 제안된 시스템을 통해 각 학교간에 이루어지고있는 교육활동을 실시간으로 알 수 있어 교육발전을 도모할 수 있으리라 기대한다."
354,2007,교육용로봇을 이용한 프로그래밍 학습 모형,"교육용로봇을 이용한 프로그래밍 학습 모형 알고리즘 학습도구, 로봇, 프로그래밍, 로봇 프로그래밍 교육과정, 교재 본 연구는 창의적 문제해결 능력 향상을 위한 알고리즘 학습도구로서 로봇을 이용한 프로그래밍 학습방법을 제안하는데 목적이 있다. 이를 위해 30차시 분량의 로봇 프로그래밍 교육과정과 교재를 개발하였으며, 초등학생 6학년을 대상으로 30차시를 학습시킨 후 평가하였다. 각 차시별 학습결과 산출물 중심으로 성취수준을 평가한 결과, 학습자들이 교육과정 내용을 대부분 이해한 수준으로 분석되었다. 이러한 결과는 개발한 교육과정과 교재가 초등학생들에게 충분히 공감하고 실천 가능하도록 구성되었다고 판단된다. 본 연구에서의 실행 경험을 통해 초등학교에서 로봇 프로그램 학습이 창의적 알고리즘 학습도구로 성공할 수 있는 가능성을 확인하게 되었다."
355,2007,저작도구를 이용한 수학 학습시스템 개발,"저작도구를 이용한 수학 학습시스템 개발 컴퓨터 보조 수학 교육, 자작도구, 학습 시스템 우리는 현재 정보화 시대에 살고 있다. 컴퓨터 테크놀로지의 도움으로 사회의 생산성과 효율성 그리고 편리성이 증진되었다. 교육에 있어서도 이러한 정보기술의 도움을 받고 있으나, 아직까지 학교 교육에서 가장 널리 사용되는 도구가 여전히 칠판과 교과서인 점을 생각해 볼 때 정보공학이 교육 분야에서 제대로 활용되지 못한 점을 느낄 수 있다. 본 논문에서는 수학교육을 위한 학습시스템을 제안한다. 제안된 학습시스템은 저작도구를 이용하여 수학교육 콘텐츠를 초․중고등학교 교사들이 손쉽게 작성할 수 있으며, 이를 수업에 활용할 수 있다. 작성된 수학교육 콘텐츠를 데이터베이스로 축척하여 그 활용성을 높인다."
356,2007,사이버대학 학습자관련 변인과 중도탈락 간의 관계 규명을 위한 실증적 연구,"사이버대학 학습자관련 변인과 중도탈락 간의 관계 규명을 위한 실증적 연구 사이버대학, 학습자관련 변인, 중도이탈, 중도탈락, 원격대학 본 연구는 서울 소재의 A사이버 대학에서 2002년 1학기부터 2005년 1학기까지의 누적입학생 가운데 제적, 자퇴한 중도탈락생의 배경변인을 조사하고 설문을 통해 사이버대학에서의 중도탈락의 원인을 알아보았다. 학습시간의 부족과 경제적 어려움이 가장 큰 원인으로 지적되었으나, 온라인교육에의 부적응과 사이버대학의 인지도에 대한 불안감도 적지 않은 학생들에게 중도탈락의 원인이 되었다. 특히 온라인교육에의 부적응이나 사이버대학의 인지도에 대한 불안감이 중도탈락의 원인으로 되었던 학생들은 다른 학생이나 교수와의 상호작용 부족을 온라인 학습의 가장 큰 어려움으로 꼽았다. 따라서 사이버대학의 중도탈락을 줄이기 위해서는 보다 효과적인 학습전략의 개발이나 등록금 지원 외에도 학생 상호간, 학생-교수 간의 상호작용 증대를 통하여 소속감을 고취하고 온라인 학습의 어려움을 나누는 노력이 필요한 것으로 드러났다."
357,2007,교사 보조 로봇 스타일에 따른 아동 반응 분석,"교사 보조 로봇 스타일에 따른 아동 반응 분석 교사보조 로봇, 로봇 스타일, r-러닝 유비쿼터스 컴퓨팅 기술과 로봇 기술의 발달과 함께 지능형 로봇은 여러 분야에서 활용되고 있고, 점차 그 범위가 확대될 것으로 예견된다. 많은 서비스 로봇들 중에서 교육용 로봇을 이용한 r-Learning의 개념과 함께 다양한 필드 스터디가 이루어지고 있다. 현재 교사 보조 로봇은 곧 실용화를 앞두고 많은 HRI 연구가 요구되는데, 본 연구에서는 로봇의 교수 스타일에 따라 학생의 반응을 살펴보고자 하였다. 이를 위하여 초등학교 6학년 평균키의 양팔이 달린 교사보조 로봇 프로토 타입을 제작하고, 동일한 영어단원에 대하여 두 가지 교수 스타일(명랑, 진지)의 컨텐츠를 개발하여 탑재한 후 초등학생 3학년을 대상으로 흥미도, 성취도, 집중도가 어떻게 다른지를 실험 비교하였다. 실험 결과, 학생의 흥미도는 명랑한 로봇과 함께 수업한 집단이 높았지만, 성취도는 로봇의 스타일과 유의미한 관계가 없었으며, 집중도는 진지한 교수 스타일의 로봇과 함께한 그룹의 시간이 길었다. 이러한 결과는 교사 보조 로봇의 컨텐츠를 제작함에 있어, 중요한 가이드라인이 될 것이다."
358,2007,U-러닝 환경에서 RFID의 교수-학습 적용에 관한 연구,"U-러닝 환경에서 RFID의 교수-학습 적용에 관한 연구 u-러닝, 유비쿼터스, RFID 유비쿼터스 사회의 도래에 따라 교육의 패러다임도 변화되고 있다. 유비쿼터스 환경의 u-러닝에서는 휴대폰, PDA, PMP, UMPC, TPC 등의 모바일 기기가 중요한 학습도구가 될 것이다. 특히, 유비쿼터스 사회의 핵심 기술인 RFID를 모바일 기기와 함께 교수-학습에 활용한다면 의미있는 학습이 되기에 충분하다. 본 연구에서는 RFID를 교수-학습에 적용하기 위한 방안으로 RFID-card, RFID-book, RFID-label, RFID-test의 네 가지를 제시하였으며, RFID-label의 방법을 실제 교수-학습에 적용하고 그 가능성과 효과성을 탐색하였다. 그 결과 RFID의 교수-학습 적용에 대한 긍정적인 효과와 가능성을 얻었다. 하지만 RFID를 교수-학습에 적용함에 있어서 기술적으로 부족한 점이 나타났으며, RFID의 교수-학습 적용을 위한 모델의 지속적인 연구의 필요성이 제기되었다."
359,2007,대학 컴퓨터 교육을 위한 중등 컴퓨터 교육 경험의 실태분석,"대학 컴퓨터 교육을 위한 중등 컴퓨터 교육 경험의 실태분석 컴퓨터 교육과정, 컴퓨터 교육 경험 이 연구는 대학 신입생들을 대상으로 중등 교육과정의 컴퓨터 교육 경험 실태를 분석하여 대학 필수 컴퓨터 교육과정을 위한 시사점을 제시하는데 그 목적이 있다. 이 연구의 목적을 달성하기 위하여 중등 컴퓨터 교육 및 컴퓨터 활용 수준을 측정하기 위한 설문지를 개발하였다. 개발된 설문지를 가지고 중등학교와 학교 밖에서 컴퓨터 관련 교육이 어느 정도 이루어졌는지, 컴퓨터를 어떻게 활용하고 있는지, 학습 경험은 어느 정도의 수준인지를 분석하였다. 이러한 분석을 바탕으로 신입생을 위한 대학교양 과정의 컴퓨터 교육을 위한 시사점을 제시하였다."
360,2007,모바일 학습을 위한 게임형 콘텐츠 설계 방향,"모바일 학습을 위한 게임형 콘텐츠 설계 방향 모바일 학습, 게임, 몰입 세계는 정보통신기술의 발달로 인해 지식의 양이 폭발적으로 증가하면서 정보화 사회에서 지식사회로 빠르게 변화하고 있다. 이런 상황에서 모바일 장치를 기반으로 하는 모바일 학습은 학습자들의 다양한 학습활동을 지원할 수 있는 중요한 기회를 제공하고 있다. 본 연구의 목적은 모바일 학습을 위한 게임형태의 콘텐츠의 개발 방향을 논의하는데 있다. 모바일 학습을 위해 모바일 장치의 단점을 보완할 수 있는 대안으로 게임형 학습콘텐츠를 개발하는 방향과 게임의 프로토타입을 제시하였다."
361,2007,통일대비 남북한 정보통신교육 비교 분석,"통일대비 남북한 정보통신교육 비교 분석 컴퓨터 교육과정, 컴퓨터교과서 분석 본 연구는 통일대비 정보통신교육 통합방안을 제시하기 위해 남북한의 컴퓨터 교육과정과 교과서를 비교 분석하였고 그 결과는 다음과 같다. 첫째, 북한은 소학교에서는 정보통신교육이 전혀 이루어지고 있지 않으며 중학교에서 주당 2시간씩 필수적으로 실시하고 있다. 그러나 수재학교, 제1중학교, 일반중학교 등 학교수준에 따라 교육과정에 차이가 있었고, 특히 일부 수재학교에 집중적인 교육이 실시되고 있었다. 둘째, 컴퓨터 교과서를 비교 분석한 결과 남한의 컴퓨터 교과서는 영역별로 골고루 내용이 선정되어 있었는데 북한의 경우 컴퓨터의 기초지식 및 문서작성에 대부분이 할애되어 있었으며 인터넷과 멀티미디어 등 최신의 내용이 전혀 수록되어 있지 않았다. 하지만 문제해결력 신장을 위한 BASIC 프로그래밍 내용이 포함되어 있어 활용 중심인 남한의 교육과 대조를 보였다."
