id,label,message
848,0,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
849,0,Just wanted to say holy shit you guys weren't kidding about this bud
850,0,I always chat with you. In fact i need money can you raise me?
851,1,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
852,0,"Babe, I need your advice"
853,0,Oh...i asked for fun. Haha...take care. ?
854,0,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
855,1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
856,0,I'm in office now . I will call you  &lt;#&gt;  min:)
857,0,"Cool, I'll text you when I'm on the way"
858,0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
859,0,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
860,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
861,0,Dunno lei ? all decide lor. How abt leona? Oops i tot ben is going n i msg him.
862,1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
863,0,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
864,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
865,0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
866,0,I'll text now! All creepy like so he won't think that we forgot
867,0,Did u find out what time the bus is at coz i need to sort some stuff out.
868,0,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
869,0,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
870,0,What time should I tell my friend to be around?
871,0,No way I'm going back there!
872,0,I have lost 10 kilos as of today!
873,0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
874,0,"I'm back, lemme know when you're ready"
875,0,Oh ok.. Wat's ur email?
876,0,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
877,0,You always make things bigger than they are
878,0,That's y i said it's bad dat all e gals know u... Wat u doing now?
879,0,Guess who spent all last night phasing in and out of the fourth dimension
880,0,Oh ok no prob..
881,0,When ? login dat time... Dad fetching ? home now?
882,0,I tot u reach liao. He said t-shirt.
883,0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
884,1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
885,0,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
886,0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
887,0,Lol I would but despite these cramps I like being a girl.
888,1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
889,0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
890,0,"Sorry, got a late start, we're on the way"
891,0,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
892,0,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
893,0,Speaking of does he have any cash yet?
894,1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
895,0,Lol great now im getting hungry.
896,0,I'm at home n ready...
897,1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
898,0,"That means you got an A in epi, she.s fine. She.s here now."
899,0,Neshanth..tel me who r u?
900,0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
901,0,"Me, i dont know again oh"
902,0,That means get the door
903,0,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
904,0,Long time. You remember me today.
905,0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
906,0,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
907,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
908,1,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
909,0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
910,0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
911,0,No that just means you have a fat head
912,0,LOL what happens in Vegas stays in vegas
913,0,When did you get to the library
914,0,Thats cool. i am a gentleman and will treat you with dignity and respect.
915,0,You have got tallent but you are wasting.
916,0,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
917,0,"Well, I meant as opposed to my drunken night of before"
918,0,Yup...
919,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
920,0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
921,0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
922,0,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
923,0,"Princess, is your kitty shaved or natural?"
924,0,Yo you around? A friend of mine's lookin to pick up later tonight
925,0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
926,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
927,0,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
928,0,ÌÏ wait 4 me in sch i finish ard 5..
929,0,And how's your husband.
930,0,You need to get up. Now.
931,0,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
932,0,Hmm .. Bits and pieces lol ... *sighs* ...
933,0,You getting back any time soon?
934,0,Mine here like all fr china then so noisy.
935,0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
936,0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
937,0,Thnx dude. u guys out 2nite?
938,0,Bring tat cd don forget
939,0,Ma head dey swell oh. Thanks for making my day
940,0,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
941,1,Win a å£1000 cash prize or a prize worth å£5000
942,0,Why are u up so early?
943,0,Gibbs unsold.mike hussey
944,1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
945,0,Let me know when you've got the money so carlos can make the call
946,0,I enjoy watching and playing football and basketball. Anything outdoors. And you?
947,0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
948,1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
949,0,Msg me when rajini comes.
950,0,How are you. Wish you a great semester
951,1,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
952,0,Yun ah.now ? wkg where?btw if ? go nus sc. ÌÏ wana specialise in wad?
953,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
954,0,Are you the cutest girl in the world or what
955,0,But i dint slept in afternoon.
956,0,Can i get your opinion on something first?
957,0,I love working from home :)
958,0,Hi msg me:)i'm in office..
959,0,Wait 2 min..stand at bus stop
960,0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
961,0,Just taste fish curry :-P
962,1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
963,0,"What will we do in the shower, baby?"
964,0,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
965,0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
966,1,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
967,0,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
968,0,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
969,0,Ranjith cal drpd Deeraj and deepak 5min hold
970,0,I think just yourself Û_Thanks and see you tomo
971,0,I hope you know I'm still mad at you.
972,1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
973,0,I'm in a movie... Collect car oredi...
974,1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
975,0,Pathaya enketa maraikara pa'
976,0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
977,0,How i noe... Did ? specify da domain as nusstu... ÌÏ still in sch...
978,0,"Lol you forgot it eh ? Yes, I'll bring it in babe"
979,0,Ok but tell me half an hr b4 u come i need 2 prepare.
980,0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
981,0,"Ha. You donÛ? know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
982,0,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
983,0,"I hav almost reached. Call, i m unable to connect u."
984,0,"Goodmorning, Today i am late for  &lt;#&gt; min."
985,0,If you're not in my car in an hour and a half I'm going apeshit
986,0,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
987,0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
988,0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
989,0,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
990,0,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
991,0,yay! finally lol. i missed our cinema trip last week :-(
992,0,Erm. I thought the contract ran out the4th of october.
993,0,"How long has it been since you screamed, princess?"
994,0,My exam is for february 4. Wish you a great day.
995,0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
996,0,Who u talking about?
997,0,What time you coming down later? 
998,0,"Some friends want me to drive em someplace, probably take a while"
999,0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
1000,1,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
1001,0,Too late. I said i have the website. I didn't i have or dont have the slippers
1002,0,Oh ok wait 4 me there... My lect havent finish
1003,0,Nvm it's ok...
1004,1,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
1005,0,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
1006,0,I dont want to hear anything
1007,0,So can collect ur laptop?
1008,0,Yeah but which is worse for i
1009,0,Hi where you. You in home or calicut?
1010,0,I am in a marriage function
1011,0,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
1012,0,He remains a bro amongst bros
1013,0,Watching tv now. I got new job :)
1014,0,"Nah, I'm a perpetual DD"
1015,0,Sounds like you have many talents! would you like to go on a dinner date next week?
1016,0,But i juz remembered i gotta bathe my dog today..
1017,0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1018,0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
1019,0,IÛ? going to try for 2 months ha ha only joking
1020,0,Me too baby! I promise to treat you well! I bet you will take good care of me...
1021,0,Got it. Seventeen pounds for seven hundred ml Û?hope ok.
1022,0,U wake up already? Thanx 4 e tau sar piah it's quite nice.
1023,0,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
1024,0,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
1025,0,K.k:)when are you going?
1026,0,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
1027,0,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
1028,0,Give one miss from that number please
1029,0,I not free today i haf 2 pick my parents up tonite...
1030,0,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
1031,0,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
1032,0,Me i'm not workin. Once i get job...
1033,0,I borrow ur bag ok.
1034,0,In e msg jus now. U said thanks for gift.
1035,0,"Thank you. And by the way, I just lost."
1036,0,Yar else i'll thk of all sorts of funny things.
1037,0,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
1038,0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
1039,0,Umma. Did she say anything
1040,0,That depends. How would you like to be treated? :)
1041,0,No dear i was sleeping :-P
1042,0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!"
1043,0,Hanging out with my brother and his family
1044,0,", how's things? Just a quick question."
1045,0,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
1046,0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
1047,1,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
1048,1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
1049,0,Are you this much buzy
1050,0,Oh oh... Wasted... Den muz chiong on sat n sun liao...
1051,0,Yup but not studying surfing lor. I'm in e lazy mode today.
1052,0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
1053,0,Jay's getting really impatient and belligerent
1054,0,U coming 2 pick me?
1055,0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
1056,1,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
1057,0,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
1058,0,Am also doing in cbe only. But have to pay.
1059,0,Not from this campus. Are you in the library?
1060,0,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
1061,0,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
1062,0,You said to me before i went back to bed that you can't sleep for anything.
1063,0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
1064,0,Hey gals.. Anyone of u going down to e driving centre tmr?
1065,0,What happened in interview?
1066,0,I'm going out to buy mum's present ar.
1067,0,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
1068,0,If you r @ home then come down within 5 min
1069,0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
1070,0,Tmr then ? brin lar... Aiya later i come n c lar... Mayb ? neva set properly ? got da help sheet wif ?...
1071,0,I'm now but have to wait till 2 for the bus to pick me.
1072,0,Great! I shoot big loads so get ready!
1073,0,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
1074,0,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
1075,0,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
1076,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
1077,0,He didn't see his shadow. We get an early spring yay
1078,0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
1079,0,I've not sent it. He can send me.
1080,0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
1081,0,Don know..he is watching film in computer..
1082,0,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
1083,0,Yes. that will be fine. Love you. Be safe.
1084,0,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
1085,0,So ? pay first lar... Then when is da stock comin...
1086,1,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
1087,0,Aiyo please ? got time meh.
1088,0,I am great princess! What are you thinking about me? :)
1089,0,"No my blankets are sufficient, thx"
1090,0,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
1091,0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
1092,0,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
1093,0,Ha ha cool cool chikku chikku:-):-DB-)
1094,1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
1095,0,Dear good morning now only i am up
1096,0,I went to project centre
1097,0,Aight what time you want me to come up?
1098,0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
1099,0,"Haha... Sounds crazy, dunno can tahan anot..."
1100,0, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
1101,0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
1102,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
1103,0,Dai what this da.. Can i send my resume to this id.
1104,0,"Sorry,  in meeting I'll call you later"
1105,0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
1106,0,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
1107,0,And maybe some pressies
1108,0,Yunny i'm walking in citylink now ? faster come down... Me very hungry...
1109,1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
1110,0,I am late. I will be there at
1111,1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
1112,0,K:)k.are you in college?
1113,0,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
1114,0,"Hurry up, I've been weed-deficient for like three days"
1115,0,"Ya, told..she was asking wats matter?"
1116,0,Really good:)dhanush rocks once again:)
1117,0,Why you keeping me away like this
1118,0,Carlos says we can pick up from him later so yeah we're set
1119,0,&lt;#&gt;  am I think? Should say on syllabus
1120,0,Did either of you have any idea's? Do you know of anyplaces doing something?
1121,0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
1122,0,Dear i have reache room
1123,0,TELL HER I SAID EAT SHIT.
1124,0,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
1125,1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
1126,0,Sleeping nt feeling well
1127,0,Anything lor is she coming?
1128,0,Hey so whats the plan this sat? 
1129,0,Er yep sure. Props?
1130,0,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
1131,0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
1132,0,So i'm doing a list of buyers.
1133,0,I will once i get home
1134,0,The wine is flowing and i'm i have nevering..
1135,0,"Could you not read me, my Love ? I answered you"
1136,0,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
1137,0,Alright took the morphine. Back in yo.
1138,0,Hi:)cts employee how are you?
1139,0,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
1140,0,Now only i reached home. . . I am very tired now. . I will come tomorro
1141,1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
1142,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
1143,0,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
1144,0,I'm going for bath will msg you next  &lt;#&gt;  min..
1145,0,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
1146,0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
1147,0,So ?'ll be submitting da project tmr rite?
1148,0,I pocked you up there before
1149,0,Aight ill get on fb in a couple minutes
1150,0,Do you work all this week ?
1151,0,Ya very nice. . .be ready on thursday
1152,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
1153,0,"Sorry, I'll call later ok bye"
1154,0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
1155,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
1156,0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
1157,1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
1158,0,Actually i'm waiting for 2 weeks when they start putting ad.
1159,0,I sent your maga that money yesterday oh.
1160,0,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
1161,0,"Yo, any way we could pick something up tonight?"
1162,0,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
1163,0,What happen dear. Why you silent. I am tensed
1164,0,Wah lucky man... Then can save money... Hee...
1165,0,Life style garments account no please.
1166,0,Yes. Last  practice
1167,0,Ok try to do week end course in coimbatore.
1168,0,Your pussy is perfect!
1169,0,"Aight yo, dats straight dogg"
1170,0,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
1171,0,And whenever you and i see we can still hook up too.
1172,0,Dont think so. It turns off like randomlly within 5min of opening
1173,0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
1174,0,Morning only i can ok.
1175,0,You dont know you jabo me abi.
1176,0,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
1177,1,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
1178,0,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
1179,0,Eh u send wrongly lar...
1180,0,Sian... Aft meeting supervisor got work 2 do liao... U working now?
1181,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1182,0,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
1183,0,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
1184,0,Yeah whatever lol
1185,0,Just got to  &lt;#&gt;
1186,1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
1187,0,Remember on that day..
1188,0,"You aren't coming home between class, right? I need to work out and shower!"
1189,0,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
1190,1,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
1191,1,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
1192,0,I am on the way to ur home
1193,0,I had it already..sabarish asked me to go..
1194,0,"Nothing really, just making sure everybody's up to speed"
1195,0,"Sir Goodmorning, Once free call me."
1196,0,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
1197,0,I'm in a movie. Call me 4 wat?
1198,0,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
1199,0,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
1200,0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
1201,0,Please don't text me anymore. I have nothing else to say.
1202,0,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
1203,0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
1204,0,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"
1205,0,Where in abj are you serving. Are you staying with dad or alone.
1206,1,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
1207,0,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
1208,0,What you doing?how are you?
1209,0,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
1210,0,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
1211,0,Tell them no need to investigate about me anywhere.
1212,0,Was actually about to send you a reminder today. Have a wonderful weekend
1213,0,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
1214,0,"The table's occupied, I'm waiting by the tree"
1215,0,Good Morning plz call me sir
1216,0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
1217,0,Yeah that's the impression I got
1218,0,Will you be here for food
1219,0,Yo dude guess who just got arrested the other day
1220,0,I went to ur hon lab but no one is there.
1221,0,Hui xin is in da lib.
1222,0,"Not yet chikku..going to room nw, i'm in bus.."
